Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
dunkin beyond sausage,1,1,2900,86.69,0,https://news.dunkindonuts.com/blog/dunkin-beyond-meat-sausage-breakfast,2320,0.03,0,0.02,0,"[4,7,5,7,100,24,30,20,11,4,5,6]",8/17/2020,"Carousel, Image pack, Video, Featured snippet, People also ask"
america runs on dunkin,1,1,2400,77.65,0,https://news.dunkindonuts.com/news/dunkin-donuts-launches-new-advertising-campaign-america-runs-on-dunkin-sm,1920,0.03,0,0,1280000,"[66,66,83,100,83,66,66,83,100,83,83,83]",8/18/2020,"Image pack, Site links, Reviews, Video Carousel, People also ask"
dunkin donuts cold brew,1,1,2900,88.07,4.84,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,2320,0.03,11228,0.83,622000,"[67,67,100,36,24,24,29,36,44,55,55,55]",8/19/2020,"Image pack, Reviews, Video, Image, Video Carousel, People also ask"
dunkin donuts tea,1,1,2400,81.45,5.67,https://news.dunkindonuts.com/news/dunkin-donuts-debuts-new-premium-hot-teas,1920,0.03,10886,0.41,6370000,"[55,66,83,83,100,100,100,83,66,55,66,83]",8/24/2020,"Reviews, Featured snippet, Video Carousel, People also ask"
dunkin donuts iced latte,1,1,2400,87.13,1.66,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-latte,1920,0.03,3187,0.12,522000,"[100,81,67,53,44,44,53,67,67,53,67,81]",8/16/2020,"Reviews, Tweet, Video, Featured snippet, Image, Video Carousel, People also ask"
dunkin donuts matcha latte,1,1,2400,87.71,3.46,https://news.dunkindonuts.com/blog/dunkin-the-story-behind-matcha,1920,0.03,6643,0.1,446000,"[1,1,1,1,1,1,1,67,100,30,24,20]",8/17/2020,"Reviews, Video, Featured snippet, Image, Video Carousel, People also ask"
dd menu,1,1,2400,75.82,0,https://www.dunkindonuts.com/en/menu,1920,0.03,0,0,943000000,"[83,83,83,83,83,66,83,66,66,66,100,100]",8/17/2020,"Site links, Reviews, Video"
americano,11,11,49500,80.73,1.67,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/americano,2326,0.03,3885,0,368000000,"[82,82,82,100,100,82,100,100,67,55,67,67]",8/30/2020,"Knowledge panel, Local pack, Top stories, Site links, Video, Image, Video Carousel, People also ask, FAQ"
dunkin donuts hiring age,1,1,2400,81.12,0.63,https://www.dunkindonuts.com/en/careers,1920,0.03,1209,0.01,57,"[36,24,24,24,29,24,36,36,24,24,55,100]",8/19/2020,"Image pack, Reviews, Video, Jobs search, People also ask"
dunkin app,1,1,2400,79.51,1.33,https://www.dunkindonuts.com/en/dd-cards/mobile-app,1920,0.03,2553,0.03,31200000,"[30,36,43,55,43,43,66,55,82,66,82,100]",8/16/2020,"Image pack, Reviews, Tweet, Video Carousel, People also ask"
dunkin donuts hours near me,1,1,2900,88.4,0,https://www.dunkindonuts.com/en/locations,2320,0.03,0,0,94,"[55,55,66,66,66,66,55,55,66,100,100,82]",8/23/2020,"Image pack, Site links, Reviews, AdWords top, People also ask"
dunkin donuts smoothies,1,1,2900,83.96,0,https://news.dunkindonuts.com/news/summer-brings-new-fruit-smoothies-to-dunkin-donuts,2320,0.03,0,0.02,90,"[100,81,67,67,53,53,67,81,67,67,100,100]",8/19/2020,"Image pack, Reviews, Video, Featured snippet, Image, AdWords bottom, People also ask"
dunkin matcha latte,1,1,2900,83.41,3.46,https://news.dunkindonuts.com/blog/dunkin-the-story-behind-matcha,2320,0.03,8027,0.09,209000,"[0,0,0,0,0,0,0,36,100,9,11,9]",8/24/2020,"Reviews, Video, Featured snippet, Image, AdWords top, Video Carousel, People also ask"
dunkin donuts hot chocolate,1,1,2900,85.91,5.03,https://www.dunkindonuts.com/en/menu/teas-and-more/hot-chocolate,2320,0.03,11669,0.75,2400000,"[7,9,16,55,100,100,36,29,16,13,10,7]",8/23/2020,"Image pack, Reviews, Image, Video Carousel, People also ask"
dunkin donuts job application,1,1,2900,77.54,0.47,https://www.dunkindonuts.com/en/careers,2320,0.03,1090,0.16,28700000,"[55,36,36,36,36,36,44,44,29,24,55,100]",8/26/2020,"Image pack, Reviews, Jobs search, Video Carousel, People also ask"
when does dunkin donuts close,1,1,2400,86.74,0,https://www.dunkindonuts.com/en/locations,1920,0.03,0,0,35700000,"[53,44,44,44,67,67,53,53,67,67,100,100]",8/20/2020,"Site links, Tweet, Video, Video Carousel"
dunkin donuts card balance,1,1,2900,75.84,0,https://www.dunkindonuts.com/en/dd-cards/check-balance,2320,0.03,0,0,655000,"[54,54,44,54,54,100,81,54,44,35,44,44]",8/16/2020,"Reviews, Video Carousel, People also ask"
donkin dunnts,1,1,2900,87.78,2.33,https://www.dunkindonuts.com/,2320,0.03,5405,0.03,33600000,"[7,7,35,35,24,16,100,100,81,81,35,81]",8/18/2020,"Image pack, Site links, Reviews, Video, Video Carousel"
where is the nearest,1,1,4400,84.53,0,https://www.dunkindonuts.com/en/locations,2068,0.03,0,0,578000000,"[67,67,67,82,100,82,55,55,44,29,44,44]",8/31/2020,"Local pack, People also ask"
dunkin donuts hours,2,2,74000,84.41,1.19,https://www.dunkindonuts.com/en/covid-19,1924,0.03,2289,0,31800000,"[55,45,45,55,82,100,67,55,82,82,100,82]",8/30/2020,"Image pack, Site links"
dunkin donuts frozen coffee,1,1,2900,87.77,5.2,https://news.dunkindonuts.com/blog/FrozenDunkinCoffee,2320,0.03,12064,0.12,0,"[100,100,66,55,43,36,43,55,66,66,82,100]",8/15/2020,"Carousel, Site links, Reviews, Video, Featured snippet, Image, AdWords top, Video Carousel, People also ask"
dunkin donuts latte,1,1,2900,86.01,5.14,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-latte,2320,0.03,11924,0.11,1340000,"[82,66,55,66,100,100,82,82,66,55,66,55]",8/15/2020,"Top stories, Image pack, Reviews, Tweet, Video, Image, AdWords top, Video Carousel, People also ask"
dunkin donuts beyond sausage,1,1,2400,89.37,0,https://news.dunkindonuts.com/blog/dunkin-beyond-meat-sausage-breakfast,1920,0.03,0,0.01,0,"[3,9,6,7,100,20,24,20,9,4,6,7]",8/27/2020,"Carousel, Image pack, Video, Featured snippet, People also ask"
dunkin donuts pumpkin,1,1,2400,85.69,0,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,1920,0.03,0,0.13,949000,"[2,82,100,67,19,4,2,1,1,1,1,2]",8/20/2020,"Top stories, Image pack, Reviews, Tweet, Video, Video Carousel, People also ask"
dunkin donuts sandwiches,1,1,2400,91.7,1.68,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps,1920,0.03,3225,0.01,0,"[67,67,67,67,67,67,100,81,53,53,67,67]",8/17/2020,"Carousel, Site links, Reviews, Featured snippet, Image, Video Carousel, People also ask"
dunkin donuts apply,1,1,2400,79.3,0.47,https://www.dunkindonuts.com/en/careers,1920,0.03,902,0.07,34300000,"[66,55,55,55,43,43,66,43,36,36,82,100]",8/16/2020,"Image pack, Site links, Reviews, People also ask"
munchkin donut,1,1,2900,82.12,1.69,https://www.dunkindonuts.com/en/food-drinks/donuts/munchkins,1363,0.02,2303,0.06,370000,"[81,81,81,100,81,100,81,100,81,81,100,100]",8/18/2020,"Image pack, Reviews, Image, Video Carousel, People also ask"
dunkin donuts chocolate glazed donut,1,1,1600,85.19,0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,1280,0.02,0,0.03,286000,"[53,68,84,84,84,53,53,100,84,100,84,100]",8/19/2020,"Image pack, Reviews, Video, Image, Video Carousel, People also ask"
vanilla chai,1,1,3600,80.58,1.33,https://www.dunkindonuts.com/en/menu/teas-and-more/vanilla-chai,1692,0.02,2250,0.83,0,"[44,54,67,81,100,81,81,81,67,54,54,54]",8/30/2020,"Carousel, Image pack, Image, Video Carousel, People also ask"
closest dunkin donuts to my location,1,1,1900,81.68,2.78,https://www.dunkindonuts.com/en/locations,1520,0.02,4225,0.01,2370000,"[83,83,83,100,83,83,66,83,55,34,55,83]",8/30/2020,"Local pack, Video, People also ask"
dunkin donuts hawaii,1,1,1600,82.88,1.48,https://www.dunkindonuts.com/en/locations,1280,0.02,1894,0.01,861000,"[42,67,54,67,67,67,79,79,100,100,54,54]",8/18/2020,"Image pack, Site links, Reviews, Tweet, People also ask"
check dunkin donuts gift card balance,1,1,1600,68.13,1.53,https://www.dunkindonuts.com/en/dd-cards/check-balance,1280,0.02,1958,0,412000,"[34,45,45,45,34,100,83,55,45,45,45,45]",8/19/2020,"Reviews, Video Carousel, People also ask"
chocolate frosted donut dunkin,1,1,1900,81.58,0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,1520,0.02,0,0,211000,"[20,20,23,23,23,23,30,36,43,55,100,100]",8/18/2020,"Image pack, Reviews, Image, Video Carousel, People also ask"
dunkin careers,1,1,1600,69.51,0.41,https://www.dunkindonuts.com/en/careers,1280,0.02,524,0.03,14700000,"[44,36,44,36,36,36,53,44,36,28,53,100]",8/16/2020,"Image pack, Site links, Reviews, Video, Jobs search, Video Carousel, FAQ"
dunkin donuts cerca,1,1,1600,81.41,0,https://www.dunkindonuts.com/en/locations,1280,0.02,0,0,65,"[42,54,67,67,54,42,42,42,67,54,100,100]",8/19/2020,"Image pack, Site links, Reviews, Video Carousel, People also ask"
baskin robbins,13,11,823000,85.19,1.39,https://www.dunkindonuts.com/,1481,0.02,2059,0.08,23700000,"[81,55,45,37,30,30,37,37,45,67,100,100]",8/30/2020,"Knowledge panel, Local pack, Top stories, Image pack, Site links, Video Carousel, People also ask"
where's the nearest dunkin donuts,1,1,1600,79.69,0,https://www.dunkindonuts.com/en/locations,1280,0.02,0,0,84,"[100,100,100,100,100,100,84,84,53,38,84,84]",8/17/2020,"Local pack, Image pack, Reviews, People also ask"
dunkin locations,1,1,1600,81.26,0,https://www.dunkindonuts.com/en/locations,1280,0.02,0,0.01,32800000,"[67,54,67,67,67,54,67,67,67,54,79,100]",8/23/2020,"Local pack, Reviews, People also ask"
difference between latte and macchiato,1,1,3600,71.37,0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,1692,0.02,0,0,41100000,"[67,54,54,81,81,81,100,100,54,44,67,67]",8/16/2020,"Site links, Reviews, Featured snippet, Image, Video Carousel, People also ask, FAQ"
where is the nearest dunkin donuts,1,1,1900,83.57,1.27,https://www.dunkindonuts.com/en/locations,1520,0.02,1930,0,29600000,"[100,100,79,79,79,79,79,79,67,37,67,100]",8/29/2020,"Site links, Tweet, People also ask"
dunkin burrito bowl,1,1,1600,87.18,0,https://news.dunkindonuts.com/news/dunkin-launches-new-burrito-bowls-to-help-guests-power-through-fall,1280,0.02,0,0,726000,"[0,67,100,100,44,30,9,3,2,1,1,1]",8/21/2020,"Image pack, Reviews, Video, Image, People also ask"
dunkin donuts san diego,1,1,1600,88.29,0,https://www.dunkindonuts.com/en/locations,1280,0.02,0,0,97,"[79,79,79,67,100,79,79,67,67,54,54,54]",8/27/2020,"Local pack, Site links, Reviews, Video, Video Carousel"
dunkin near me,3,3,90500,85.14,2.68,https://www.dunkindonuts.com/en/dunkin-delivers,1629,0.02,4365,0.01,29700000,"[37,37,37,37,55,82,45,55,55,55,82,100]",8/30/2020,"Local pack, Image pack, Video"
dunkin menu,2,2,49500,87.88,1.73,https://www.dunkindonuts.com/,1287,0.02,2226,0,28200000,"[37,37,37,37,45,45,45,45,45,55,82,100]",8/30/2020,"Image pack, Video Carousel"
dunkin donuts las vegas,1,1,1900,86.67,0,https://www.dunkindonuts.com/en/locations,1520,0.02,0,0,971000,"[100,81,53,67,81,53,53,53,53,28,28,44]",8/20/2020,"Local pack, Image pack, Site links, Reviews, Tweet, Video Carousel"
dunkin donuts california,1,1,1600,86.13,0,https://www.dunkindonuts.com/en/locations,1280,0.02,0,0,5790000,"[100,100,68,84,84,68,84,100,68,68,84,100]",8/23/2020,"Local pack, Reviews, Video Carousel, People also ask"
dunkin donuts corporate office,1,1,1600,69.92,0,https://www.dunkindonuts.com/en/about/contact-us,1280,0.02,0,0.01,37800000,"[67,79,100,100,67,67,67,79,67,54,54,54]",8/23/2020,"Knowledge panel, Site links, Reviews, Tweet, Video Carousel, People also ask"
order dunkin donuts,1,1,1600,88.37,2.48,https://news.dunkindonuts.com/blog/thegoogleassistant,1280,0.02,3174,0.28,34000000,"[30,34,34,45,45,45,34,55,45,66,100,83]",8/17/2020,"Site links, Reviews, Tweet, Featured snippet, Video Carousel, People also ask, FAQ"
donut donuts,1,1,1600,78.71,1.34,https://www.dunkindonuts.com/,1280,0.02,1715,0.11,144000000,"[68,68,68,84,84,84,68,68,68,68,100,84]",8/19/2020,"Knowledge panel, Image pack, Site links, Reviews, Tweet, Image, Video Carousel, People also ask"
dunkin donuts caramel swirl,1,1,1900,87.02,0.34,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-coffee,1520,0.02,516,1,147000,"[44,44,44,36,36,44,53,44,81,100,81,81]",8/16/2020,"Image pack, Site links, Reviews, Image, Video Carousel, People also ask"
dunkin donuts allergen menu,1,1,1600,76.98,0,https://www.dunkindonuts.com/content/dam/dd/pdf/allergy_ingredient_guide.pdf,1280,0.02,0,0,56400,"[100,100,100,100,79,67,67,67,37,30,54,67]",8/16/2020,"Image pack, Reviews, Image, People also ask"
dunkin donuts oregon,1,1,1600,82.09,0,https://www.dunkindonuts.com/en/locations,1280,0.02,0,0,778000,"[42,37,67,54,67,54,67,79,67,100,79,79]",7/26/2020,"Image pack, Reviews, Video Carousel, People also ask"
nearest store,11,14,33100,93.17,3.31,https://www.dunkindonuts.com/en/locations,1555,0.02,5149,0.02,700000000,"[100,100,67,67,67,67,55,55,55,37,55,82]",8/30/2020,"Local pack, Site links"
dunkin donuts mug,1,1,1600,85.93,0.36,https://www.dunkindonuts.com/en/shop,1280,0.02,460,1,996000,"[28,24,24,36,67,100,44,44,28,36,36,36]",8/13/2020,"Image pack, Reviews, Tweet, Video, Image, Video Carousel, People also ask"
dunkin donuts flavors,2,2,12100,86.07,2.03,https://www.dunkindonuts.com/en/menu/donuts/donuts,1573,0.02,3193,0.02,0,"[24,24,24,24,24,30,37,45,45,67,100,67]",8/30/2020,"Carousel, Tweet, Featured snippet, Image, Video Carousel, People also ask"
pink velvet macchiato dunkin,1,1,1900,79.8,4.38,https://news.dunkindonuts.com/blog/the-story-behind-our-pink-velvet-signature-latte-and-macchiato,1520,0.02,6657,0.07,8,"[0,0,0,0,0,0,16,100,0,0,0,0]",8/15/2020,"Image pack, Reviews, Video Carousel, People also ask"
dunkin breakfast,1,1,1600,84.56,6.18,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,1280,0.02,7910,0.19,14400000,"[67,67,67,79,79,67,67,79,67,54,79,100]",8/23/2020,"Image pack, Site links, Image, Video Carousel, People also ask"
when does dunkin donuts open,1,1,1900,86.07,0,https://www.dunkindonuts.com/en/locations,1520,0.02,0,0,28900000,"[55,66,55,66,66,55,55,55,55,55,83,100]",8/20/2020,"Site links, Tweet"
dunkin donuts holiday drinks,1,1,1600,84.97,0,https://news.dunkindonuts.com/news/holiday-menu-extra-joy-included-dunkin-unwraps-its-largest-ever-holiday-lineup,1280,0.02,0,0.11,706000,"[0,0,1,4,100,100,3,2,1,0,0,0]",8/29/2020,"Image pack, Tweet, Image, Video Carousel, People also ask"
is dunkin open,1,1,1600,83.98,0,https://www.dunkindonuts.com/en/locations,1280,0.02,0,0,31100000,"[2,1,2,1,6,8,2,1,100,30,11,7]",8/15/2020,"Local pack, Video Carousel"
dunkin donuts menu prices,2,2,12100,78.14,1.32,https://www.dunkindonuts.com/en/menu,1573,0.02,2076,0.01,6110000,"[100,100,100,100,82,82,82,82,67,36,45,55]",8/30/2020,"Image pack, Site links, People also ask"
dunkin donuts coffee roll,1,1,1600,83.13,3.28,https://www.dunkindonuts.com/en/menu/nutrition,1280,0.02,4198,0.1,1450000,"[54,67,54,67,67,54,54,54,42,79,100,79]",8/24/2020,"Image pack, Reviews, Image, Video Carousel, People also ask"
macchiato vs latte,2,2,12100,71.48,0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,1573,0.02,0,0.01,37600000,"[82,100,100,82,82,100,100,100,67,55,67,82]",8/30/2020,"Featured snippet, Image, Video Carousel, People also ask, FAQ"
dunkin donuts jobs near me,1,1,1900,81.64,1.26,https://www.dunkindonuts.com/en/careers,1520,0.02,1915,0.09,91,"[55,43,43,36,36,36,43,36,30,23,66,100]",8/18/2020,"Image pack, Site links, Reviews, Video, Jobs search, People also ask, FAQ"
dunkin donuts breakfast sandwiches,1,1,1600,86.46,2.26,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps,1280,0.02,2892,0.19,1710000,"[84,84,84,84,100,68,100,84,68,68,68,84]",8/18/2020,"Site links, Featured snippet, Image, Video Carousel, People also ask"
cappuccino vs latte,5,7,27100,74.55,0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,1355,0.02,0,0.26,74900000,"[67,67,67,82,100,100,100,82,55,45,45,45]",8/30/2020,"Featured snippet, Video Carousel, People also ask, FAQ"
does dunkin deliver,1,1,1600,88.71,1.72,https://www.dunkindonuts.com/en/dunkin-delivers,1280,0.02,2201,0.33,76,"[36,36,28,28,28,44,36,24,81,100,81,53]",8/18/2020,"Image pack, Reviews, Video, People also ask, FAQ"
dunkin donuts cerca de mi,1,1,1900,79.9,0,https://www.dunkindonuts.com/en/locations,1520,0.02,0,0.01,61,"[44,36,44,53,44,53,44,53,44,36,53,100]",8/16/2020,"Image pack, Site links, Reviews"
dunkin donuts national coffee day,1,1,1600,86.68,4.45,https://news.dunkindonuts.com/blog/blog_custom-20180927,1280,0.02,5696,0.07,91,"[0,0,100,1,0,0,0,0,0,0,0,0]",8/18/2020,"Site links, Tweet, Featured snippet, AdWords top, Video Carousel, People also ask"
dunkin donuts menu nutrition,1,1,1600,79.79,0,https://www.dunkindonuts.com/en/menu/nutrition,1280,0.02,0,0.01,0,"[100,100,55,66,45,30,55,45,45,45,55,55]",8/14/2020,"Knowledge panel, Carousel, Image pack, Site links, Reviews, Video, People also ask"
dunkin drink menu,1,1,1600,90.81,0,https://www.dunkindonuts.com/en/food-drinks,1280,0.02,0,0.01,26000000,"[24,28,28,28,28,28,28,36,44,53,81,100]",8/14/2020,"Top stories, Image pack, Site links, Reviews, Tweet, Video Carousel, People also ask"
dunkin donuts flavor shots,1,1,1900,87.8,2.19,https://news.dunkindonuts.com/blog/blog_custom-20180802-6709579,1520,0.02,3328,0.37,203000,"[66,66,66,55,55,45,66,66,55,83,100,100]",8/17/2020,"Image pack, Reviews, Featured snippet, Image, AdWords top, Video Carousel, People also ask"
where is the closest dunkin donuts,1,1,1600,81.5,2.53,https://www.dunkindonuts.com/en/locations,1280,0.02,3238,0.01,32400000,"[100,100,84,84,84,84,84,68,68,46,68,84]",8/15/2020,"Local pack, Site links, Reviews, Tweet, People also ask"
dunkin donuts headquarters,1,1,1600,75.11,0,https://www.dunkindonuts.com/en/about/contact-us,1280,0.02,0,0,687000,"[100,100,100,100,84,84,84,100,84,68,68,84]",8/20/2020,"Knowledge panel, Site links, Reviews, Video Carousel, FAQ"
chocolate glazed donut dunkin,1,1,1600,86.72,0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,1280,0.02,0,0.01,339000,"[45,55,45,55,55,34,45,55,66,66,83,100]",8/18/2020,"Image pack, Reviews, Video, Image, Video Carousel, People also ask"
dunkin donuts hours,3,3,74000,84.41,1.19,https://www.dunkindonuts.com/en/menu,1332,0.02,1585,0,31800000,"[55,45,45,55,82,100,67,55,82,82,100,82]",8/30/2020,"Image pack, Site links"
dunkin open near me,1,1,1600,85.2,0,https://www.dunkindonuts.com/en/locations,1280,0.02,0,0,29100000,"[30,30,30,30,55,100,34,30,55,100,100,83]",8/16/2020,"Site links, Reviews, Tweet, Video"
dunkin donuts cake,1,1,1900,87.03,1.65,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,1520,0.02,2508,0.05,4300000,"[45,55,55,55,45,45,55,55,66,66,100,100]",8/19/2020,"Image pack, Reviews, Image, AdWords bottom, Video Carousel, People also ask"
dunkin free coffee,1,1,1600,82.67,2.52,https://news.dunkindonuts.com/news/dd-perks-free-coffee-mondays-and-free-donut-fridays,1280,0.02,3225,0.09,10500000,"[13,11,55,23,30,23,13,13,43,36,100,36]",8/22/2020,"Reviews, Video, People also ask"
dunkin donuts frappe,1,1,1900,88.87,0,https://www.dunkindonuts.com/en/menu/frozen-drinks,1520,0.02,0,0.01,76,"[79,79,67,67,54,54,54,79,79,79,79,100]",8/28/2020,"Image pack, Image, Video Carousel, People also ask"
dunkin donuts hours open,1,1,1900,89.1,0,https://www.dunkindonuts.com/en/locations,1520,0.02,0,0.01,31800000,"[4,5,5,3,4,5,100,3,4,4,4,4]",8/25/2020,"Image pack, Site links, Tweet"
24 hour dunkin,1,1,1900,84.53,0,https://www.dunkindonuts.com/en/locations,1520,0.02,0,0,11300000,"[100,100,67,79,79,100,67,79,67,37,67,79]",8/30/2020,"Local pack, Image pack, Video"
dunkin calories,1,1,1600,84.23,0,https://www.dunkindonuts.com/en/menu/nutrition,1280,0.02,0,0,0,"[55,45,45,45,45,34,66,66,45,55,100,100]",8/15/2020,"Knowledge panel, Carousel, Image pack, Site links, Reviews, Video Carousel, People also ask"
dunkin donuts halloween,1,1,1900,85.98,0,https://news.dunkindonuts.com/news/dunkin-dresses-up-its-donuts-this-month-with-more-than-a-dozen-halloween-inspired-names-and-designs,1520,0.02,0,0.03,1570000,"[1,3,13,100,3,1,1,1,1,1,1,2]",8/17/2020,"Site links, Reviews, Tweet, Video, Featured snippet, People also ask"
dunkin order online,1,1,1900,86.22,1.99,https://www.dunkindonuts.com/,1520,0.02,3024,0.1,17400000,"[45,55,66,66,66,66,55,66,66,100,100,100]",8/29/2020,"Image pack, Site links, Tweet, Video Carousel, People also ask, FAQ"
