,Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Timestamp
4429,dunkin donuts auburndale florida,33,33,50,82.92,0.0,https://www.dunkindonuts.com/en/careers/career-opportunities,0,0.0,0,0.04,69,8/17/2020
4430,what is the difference between a cappuccino and a macchiato,2,2,140,69.54,0.0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,18,0.0,0,0.0,41200000,8/18/2020
4431,dd online shopping pvt ltd,39,39,70,72.05,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,139000000,8/17/2020
4432,apple store portland bridgeport,89,89,20,85.88,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,1770000,8/16/2020
4433,aarp fuel rewards,82,82,90,83.61,1.6,https://www.dunkindonuts.com/shell,0,0.0,0,0.25,82,8/25/2020
4434,you make me hot you make me sigh,57,57,30,89.32,0.0,https://www.dunkindonuts.com/en/dd-perks,0,0.0,0,0.0,6080000000,8/2/2020
4435,gift card account number,69,69,30,82.9,0.0,https://www.dunkindonuts.com/en/dd-cards/check-balance,0,0.0,0,0.04,0,8/11/2020
4436,fridays app specials,53,0,50,85.28,0.0,https://news.dunkindonuts.com/news/dd-perks-free-coffee-mondays-and-free-donut-fridays,0,0.0,0,0.04,3650000,8/30/2020
4437,nutrition log filled out,80,80,30,80.71,0.0,https://www.dunkindonuts.com/en/menu/nutrition,0,0.0,0,0.04,105000000,8/26/2020
4438,doggs restaurant,73,73,90,69.74,0.0,https://news.dunkindonuts.com/news/snoop-dogg-beyond-d-o-double-g-sandwich,0,0.0,0,0.0,577000,8/30/2020
4439,st helena island sc directions,75,75,40,68.15,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,91,8/16/2020
4440,elgin nyc,95,95,720,81.44,0.44,https://www.dunkindonuts.com/,0,0.0,0,0.07,2060000,8/20/2020
4441,location costume halloween,71,71,30,76.09,0.0,https://news.dunkindonuts.com/news/halloween-release,0,0.0,0,0.0,47900000,8/17/2020
4442,what is my card balance,41,41,40,73.69,0.0,https://www.dunkindonuts.com/en/dd-cards/check-balance,0,0.0,0,0.16,1370000000,8/15/2020
4443,the station venue edmonton,96,96,70,76.9,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,4420000,8/15/2020
4444,keurig carafe hot chocolate,40,40,30,80.55,0.0,https://www.dunkindonuts.com/en/menu/teas-and-more/hot-chocolate,0,0.0,0,0.29,81,8/15/2020
4445,u mobile part time job,22,22,30,75.89,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.0,2830000000,8/17/2020
4446,iced coffee setting keurig,87,87,30,83.83,0.0,https://news.dunkindonuts.com/news/home-ice-advantage:-dunkin-donuts-introduces-iced-coffee-k-cupR-packs,0,0.0,0,0.5,335000,7/31/2020
4447,buy here pay here aurora il,98,98,90,48.02,2.63,https://www.dunkindonuts.com/,0,0.0,0,0.48,5270000,8/18/2020
4448,dunkin iced coffee with cream calories,3,3,50,81.75,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,4,0.0,0,0.05,0,8/16/2020
4449,dunkin iced coffee with cream calories,2,2,50,81.75,0.0,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-coffee,6,0.0,0,0.05,0,8/16/2020
4450,chip calories,97,97,140,85.14,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.07,65000000,8/16/2020
4451,cholesterol in donuts,24,24,110,81.78,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,0,0.0,0,0.01,1160000,8/14/2020
4452,english breakfast bologna,76,76,70,65.97,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0.0,0,0.0,11300000,8/16/2020
4453,what is toffee nut,44,44,320,79.24,0.0,https://news.dunkindonuts.com/blog?t=Buttery+Toffee+Nut,0,0.0,0,0.04,16100000,8/18/2020
4454,bacon egg and cheese nutritional information,5,5,40,85.44,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/bacon-egg-cheese,2,0.0,0,0.0,0,8/15/2020
4455,late night lounge near me,93,93,90,76.93,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.01,1110000000,8/22/2020
4456,yum yum shop,88,88,1000,70.14,1.44,https://www.dunkindonuts.com/,0,0.0,0,0.06,169000000,8/19/2020
4457,gift cards via text,39,39,390,73.64,0.51,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,1.0,963000000,8/27/2020
4458,in donuts near me,7,7,40,75.18,0.0,https://www.dunkindonuts.com/en/locations,1,0.0,0,0.11,137000000,8/21/2020
4459,twitch bean,75,75,40,83.23,0.0,https://news.dunkindonuts.com/blog/august-dd-perks-offers,0,0.0,0,0.02,69,8/16/2020
4460,distance from charlotte nc to new bern nc,98,98,30,76.37,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,942000,8/20/2020
4461,new shoe collabs,64,64,40,86.55,0.0,https://news.dunkindonuts.com/news/sauconyR-and-dunkin-celebrate-boston-2019-with-second-collaboration-running-shoe,0,0.0,0,1.0,2620000,8/16/2020
4462,mocha latte at dunkin donuts,3,3,30,85.6,3.98,https://news.dunkindonuts.com/blog/what-is-signature-latte-dunkin,0,0.0,2,0.14,250000,8/16/2020
4463,mocha latte at dunkin donuts,5,5,30,85.6,3.98,https://www.dunkindonuts.com/en/menu/espresso-and-coffee,0,0.0,1,0.14,250000,8/16/2020
4464,mocha latte at dunkin donuts,2,2,30,85.6,3.98,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/latte,0,0.0,3,0.14,250000,8/16/2020
4465,mocha latte at dunkin donuts,6,6,30,85.6,3.98,https://news.dunkindonuts.com/news/dunkin-espresso-new-signature-lattes,0,0.0,1,0.14,250000,8/16/2020
4466,mocha latte at dunkin donuts,1,1,30,85.6,3.98,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-latte,24,0.0,95,0.14,250000,8/16/2020
4467,mocha latte at dunkin donuts,4,4,30,85.6,3.98,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,0,0.0,1,0.14,250000,8/16/2020
4468,when you forgot the password to your phone,73,73,50,84.44,0.0,https://www.dunkindonuts.com/en/sign-in/forgot-password,0,0.0,0,0.0,2320000000,8/15/2020
4469,cambridge place rochester ny,72,72,40,70.1,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,33100000,8/27/2020
4470,how many calories in a tall caramel macchiato,22,22,30,83.0,0.0,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-macchiato,0,0.0,0,0.0,0,8/28/2020
4471,baskin robbins flavor of the month august 2018,45,45,90,74.36,0.0,https://news.dunkindonuts.com/news,0,0.0,0,0.0,804000,8/17/2020
4472,high street hastings shops,91,91,70,77.04,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,7300000,8/16/2020
4473,4 pack gift cards,31,31,20,86.03,0.0,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,0.6,976000000,8/16/2020
4474,how much are pods to buy,69,69,20,75.42,1.88,https://www.dunkindonuts.com/en/food-drinks/brew-at-home/k-cups,0,0.0,0,1.0,0,8/17/2020
4475,dunkin donuts fairhaven massachusetts,74,74,30,83.84,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.03,89,8/27/2020
4476,dunkin donuts jobs in pa,3,3,50,79.07,0.0,https://www.dunkindonuts.com/en/careers,4,0.0,0,0.43,61,8/26/2020
4477,nearest town,61,61,880,82.25,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,479000000,8/30/2020
4478,new plant releases,54,54,30,77.35,0.0,https://news.dunkindonuts.com/news/beyond-meat-dunkin,0,0.0,0,0.0,590000000,8/21/2020
4479,closest airport to lake worth florida,58,58,40,80.52,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,73,8/14/2020
4480,coffee shops in new bern nc,75,75,40,78.36,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,25,8/18/2020
4481,dunkin donuts south orange ave,22,22,30,84.1,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,92,8/22/2020
4482,distance from brooklyn to albany new york,87,87,30,78.68,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,9810000,8/20/2020
4483,baskin robbins shakes flavors,68,61,70,84.82,0.0,https://news.dunkindonuts.com/blog/these-donut-shop-freak-shakes-are-everything-you-need-to-celebrate-national-ice-cream-month,0,0.0,0,0.0,370000,8/30/2020
4484,first day of spring specials 2018,99,99,90,86.12,0.0,https://news.dunkindonuts.com/news,0,0.0,0,0.0,21600000,8/16/2020
4485,starbucks university of denver,76,76,50,88.1,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,93,8/28/2020
4486,montana restaurant near me,34,34,90,80.39,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.01,163000000,8/31/2020
4487,closest city in ct to nyc,67,62,30,80.49,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,2010000,8/30/2020
4488,morning star veggie burger nutritional information,82,82,50,85.15,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0.0,0,0.73,665000,8/17/2020
4489,www dollargeneral careers com,83,83,320,83.14,0.3,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.25,85,8/8/2020
4490,philly running store,45,45,110,71.85,1.01,https://www.dunkindonuts.com/,0,0.0,0,0.08,15200000,8/15/2020
4491,12 woodridge rd dover ma,83,83,50,76.58,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,82,8/19/2020
4492,happy home donuts near me,9,9,40,67.96,0.0,https://www.dunkindonuts.com/,1,0.0,0,0.08,163000000,8/22/2020
4493,express calgary locations,91,91,30,70.31,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,7950000,8/19/2020
4494,coffee open late near me,54,54,590,98.81,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,1680000000,7/26/2020
4495,calories in starbucks pumpkin spice latte with skim milk,64,64,90,85.93,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/latte,0,0.0,0,0.0,47400,8/15/2020
4496,pumpkin drink names,62,62,50,85.5,0.0,https://news.dunkindonuts.com/news/answering-the-call-for-fall-dunkins-signature-pumpkin-spice-latte-and-fall-menu-arrive-august-19,0,0.0,0,0.0,22400000,8/21/2020
4497,donut shop menu,46,46,390,76.47,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.05,185000000,8/14/2020
4498,breakfast in lebanon nh,92,92,90,79.91,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.02,31,8/15/2020
4499,coffee shops open late nashville,77,77,90,80.32,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.07,95,8/26/2020
4500,take it out now girl,85,85,50,83.77,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,7310000000,8/18/2020
4501,redeem cards for android,96,96,50,83.3,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.0,24700000,8/19/2020
4502,medina jobs hiring,96,96,50,83.74,0.3,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.36,2290000,8/14/2020
4503,where am i my location,83,83,260,73.35,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,8610000000,8/19/2020
4504,bagel grove menu,58,58,30,77.75,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.02,99,8/14/2020
4505,easter food deals near me,99,99,40,81.78,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,558000000,8/18/2020
4506,mobile alabama to charlotte nc,50,50,70,81.1,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,20600000,8/24/2020
4507,sandwich shops wichita ks,93,93,140,77.85,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.07,2520000,8/23/2020
4508,arizona pink lemonade sweet tea,97,97,20,71.97,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.77,1180000,8/18/2020
4509,coupon point prize,13,13,50,80.09,0.0,https://www.dunkindonuts.com/en/dd-perks/dd-perks-terms-and-conditions,0,0.0,0,0.21,51600000,8/14/2020
4510,how many grams of fat in bacon,38,38,110,83.21,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/bacon-egg-cheese,0,0.0,0,0.0,6880000,8/23/2020
4511,are matcha lattes good for you,97,97,140,77.55,1.79,https://news.dunkindonuts.com/blog/dunkin-the-story-behind-matcha,0,0.0,0,0.04,1050000,8/17/2020
4512,starbucks locations in sioux falls sd,66,66,70,88.09,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,88,8/26/2020
4513,northeastern gmail,70,70,210,69.77,0.0,https://news.dunkindonuts.com/blog/meet-our-brandd-ambassaddor:-casey-from-northeastern-university,0,0.0,0,0.0,10200000,8/28/2020
4514,coffee shops boynton beach,80,80,140,87.26,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.02,39,8/28/2020
4515,penn state sandwiches,91,91,40,85.98,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,1550000,8/17/2020
4516,happy valentines day pink heart,30,30,30,85.5,0.0,https://news.dunkindonuts.com/news/valentines-day-dunkin,0,0.0,0,0.0,131000000,8/16/2020
4517,churro ice cream sandwich near me,72,72,110,84.78,2.3,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.11,72,7/27/2020
4518,walmart espresso,39,39,480,98.73,0.66,https://www.dunkindonuts.com/,0,0.0,0,1.0,70,8/17/2020
4519,a and w nutrition facts,87,87,30,81.65,0.0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/bagels,0,0.0,0,0.0,0,8/18/2020
4520,breakfast avon co,97,97,140,78.0,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,95,8/19/2020
4521,my near,18,18,30,94.28,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,4040000000,8/28/2020
4522,starbucks coconut milk ingredient list,98,98,50,80.74,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.29,4690000,8/14/2020
4523,starbucks nitro cold brew carbs,49,49,90,86.96,1.32,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.14,603000,8/16/2020
4524,chocolate iced glazed sprinkles doughnut,23,23,30,79.09,0.0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,0,0.0,0,0.0,5170000,8/18/2020
4525,how much sugar in mango dragonfruit refresher,50,50,40,82.95,0.0,https://news.dunkindonuts.com/news/dunkin-refreshers,0,0.0,0,0.0,50,7/29/2020
4526,iced hazelnut macchiato coconut milk,23,23,70,87.81,0.0,https://www.dunkindonuts.com/en/food-drinks/iced-drinks/iced-macchiato,0,0.0,0,0.0,279000,8/18/2020
4527,walmart job application login,37,37,260,82.6,1.58,https://www.dunkindonuts.com/en/careers/career-opportunities,0,0.0,0,0.09,320000000,8/17/2020
4528,google images cup of tea,69,69,50,89.34,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,89800000,8/18/2020
4529,dunkin frozen drinks,3,3,390,84.91,0.0,https://www.dunkindonuts.com/en/food-drinks,7,0.0,0,0.01,1350000,8/17/2020
4530,dunkin frozen drinks,2,2,390,84.91,0.0,https://www.dunkindonuts.com/en/menu/frozen-drinks/frozen-iced-coffee,10,0.0,0,0.01,1350000,8/17/2020
4531,dunkin frozen drinks,1,1,390,84.91,0.0,https://www.dunkindonuts.com/en/menu/frozen-drinks,312,0.0,0,0.01,1350000,8/17/2020
4532,places that deliever,94,94,1300,90.73,2.57,https://www.dunkindonuts.com/,0,0.0,0,0.29,2200000000,8/15/2020
4533,jobs for 15 year olds in florida near me,16,16,20,81.37,0.82,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.25,1400000000,8/15/2020
4534,get my perks rochester,63,63,140,79.48,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,86,8/21/2020
4535,closest airport to roanoke va,62,62,390,78.22,3.32,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.01,84,8/22/2020
4536,fresh express yuma az,95,95,40,81.97,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,716000,8/17/2020
4537,royal cafe sun city az menu,52,52,50,80.39,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,62,8/20/2020
4538,dunkin donuts sugar packet grams,4,4,30,85.64,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,2,0.0,0,0.11,55,8/18/2020
4539,cheese and,27,27,110,83.1,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/sausage-egg-cheese,0,0.0,0,0.0,848000000,8/18/2020
4540,blueberry crisp iced latte dunkin,3,3,90,81.98,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-latte,8,0.0,0,0.1,36,8/18/2020
4541,blueberry crisp iced latte dunkin,4,4,90,81.98,0.0,https://news.dunkindonuts.com/blog/what-is-signature-latte-dunkin,6,0.0,0,0.1,36,8/18/2020
4542,pay and go app,23,23,20,81.63,2.27,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.24,3790000000,8/17/2020
4543,dunkin royalty fee,17,17,70,73.39,0.0,https://news.dunkindonuts.com/blog/dunkin-brands-franchisee-relief,0,0.0,0,0.07,542000,7/23/2020
4544,rochester ny to atlanta ga drive,93,93,40,80.04,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,9540000,8/14/2020
4545,king express near me,60,60,70,56.86,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.04,2870000000,8/21/2020
4546,coffee open late portland,80,80,40,85.09,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.04,99,8/14/2020
4547,rock n dough menu,76,76,320,83.83,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.02,13100000,8/24/2020
4548,georgia southern perks,67,67,70,76.61,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,90,8/16/2020
4549,derby donuts,34,34,320,80.81,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,2470000,8/28/2020
4550,men in black 3 2012 online,87,87,30,88.87,0.0,https://news.dunkindonuts.com/news/the-galaxy-runs-on-dunkin-:-men-in-black-3-inspired-coffee-and-donuts-discovered-at-dunkin-donuts,0,0.0,0,0.0,1050000000,8/20/2020
4551,when is shark week on discovery channel 2015,66,66,70,83.6,0.0,https://news.dunkindonuts.com/blog/sharks-and-donuts-and-prizes-oh-my-it-must-be-discovery-channels-shark-week,0,0.0,0,0.0,2420000,8/22/2020
4552,34 brook st shrewsbury ma,71,71,50,75.33,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,68,8/16/2020
4553,milk river menu brooklyn ny,92,92,40,81.41,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,2080000,8/19/2020
4554,sweet tomatoes locations near me,78,78,90,82.85,1.07,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0.0,0,0.05,213000000,8/18/2020
4555,main cup middletown md,86,86,260,85.94,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,635000,8/29/2020
4556,buy here pay here manchester nh,96,96,170,54.84,1.64,https://www.dunkindonuts.com/,0,0.0,0,0.82,2580000,8/16/2020
4557,how many calories in peach iced tea,35,35,70,80.5,0.0,https://www.dunkindonuts.com/en/menu/teas-and-more/iced-tea,0,0.0,0,0.0,1720000,8/14/2020
4558,never let me go yts,70,70,50,77.1,0.0,https://www.dunkindonuts.com/en/sign-in,0,0.0,0,0.0,65,8/18/2020
4559,via sign up offer,45,45,50,78.99,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.0,4020000000,8/24/2020
4560,men in black 3 itunes,80,80,30,85.49,0.0,https://news.dunkindonuts.com/news/the-galaxy-runs-on-dunkin-:-men-in-black-3-inspired-coffee-and-donuts-discovered-at-dunkin-donuts,0,0.0,0,0.0,33100000,8/16/2020
4561,coffee in newport ky,98,98,50,78.68,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.07,31,8/18/2020
4562,creamer construction llc,95,95,70,72.47,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,1730000,8/19/2020
4563,donut shop sacramento,60,60,140,78.68,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.05,3960000,8/29/2020
4564,daily contest win prizes,65,65,70,65.18,0.0,https://news.dunkindonuts.com/blog/dunkin-on-the-daily-sweepstakes,0,0.0,0,0.0,62400000,8/29/2020
4565,dunkin donuts vista ca,7,7,390,87.97,0.0,https://www.dunkindonuts.com/en/locations,15,0.0,0,0.0,90,8/15/2020
4566,we ve arrived,86,86,30,76.37,0.0,https://news.dunkindonuts.com/blog/california-weve-arrived-and-we-brought-dark-roast,0,0.0,0,0.0,658000000,8/16/2020
4567,bain capital llc,99,99,70,69.29,0.0,https://news.dunkindonuts.com/news/bain-capital-the-carlyle-group-and-thomas-h-lee-partners-complete-acquisition-of-dunkin-brands,0,0.0,0,0.0,3230000,8/16/2020
4568,how many calories are in a egg white mcmuffin,37,37,90,86.33,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/veggie-egg-white-omelet,0,0.0,0,0.0,143000,8/17/2020
4569,coffee cedar rapids,94,94,260,68.12,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,47,8/26/2020
4570,klamath falls hospital jobs,87,87,50,80.58,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.07,93,8/19/2020
4571,how to make heart shaped tea bags,95,95,30,69.79,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.5,13300000,8/23/2020
4572,starbucks cold cup bulk,71,71,70,84.07,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,1.0,98,8/19/2020
4573,arby's team member,61,61,40,85.66,0.33,https://news.dunkindonuts.com/news/releases-20181218,0,0.0,0,0.07,61,8/19/2020
4574,alcoholic drinks made with tea,36,36,40,87.98,0.0,https://news.dunkindonuts.com/blog/five-hot-tea-toddy-cocktail-recipes-youll-love,0,0.0,0,0.06,105000000,8/19/2020
4575,starbucks birthday expiration,60,60,30,84.12,0.0,https://www.dunkindonuts.com/en/dd-perks/registration,0,0.0,0,0.0,407000,8/22/2020
4576,how many calories in a chicken salad sandwich,50,50,480,84.45,3.92,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/chicken-salad-sandwich,0,0.0,0,0.01,54900000,8/17/2020
4577,grubhub not delivered,58,58,140,88.92,2.08,https://www.dunkindonuts.com/en/dunkin-delivers,0,0.0,0,0.11,9780000,8/18/2020
4578,how do i make iced coffee in my keurig,89,89,90,76.93,0.0,https://news.dunkindonuts.com/blog/how-to-make-dunkin-iced-coffee,0,0.0,0,0.32,666000,8/21/2020
4579,childrens hospital maine,80,80,30,74.42,0.0,https://news.dunkindonuts.com/blog/maine-franchisees-donate-250-000-to-the-barbara-bush-childrens-hospital,0,0.0,0,0.01,57500000,8/22/2020
4580,brandeis dunkin donuts,40,40,50,73.44,0.0,https://news.dunkindonuts.com/blog/blog_custom-20180927,0,0.0,0,0.06,94,8/21/2020
4581,will dunkin still sell donuts,2,2,40,91.65,0.0,https://www.dunkindonuts.com/en/menu,5,0.0,0,0.0,38000000,8/19/2020
4582,will dunkin still sell donuts,3,3,40,91.65,0.0,https://news.dunkindonuts.com/blog/dunkin-updates-coronavirus-covid19,3,0.0,0,0.0,38000000,8/19/2020
4583,orange cell phone store near me,62,62,90,85.79,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.5,6030000000,8/26/2020
